Building probod binary...
=== RUN   TestMeasure_Update/update_to_NOT_STARTED_state
--- PASS: TestControlAuditMapping_CreateDelete (0.15s)
    --- PASS: TestControlAuditMapping_CreateDelete/create_mapping (0.02s)
    --- PASS: TestControlAuditMapping_CreateDelete/delete_mapping (0.01s)
=== CONT  TestControl_Update
=== RUN   TestMeasure_Update_Validation/category_with_HTML_tags
=== RUN   TestMeasure_Update_Validation/name_with_newline
=== RUN   TestMeasure_Create/with_full_details
=== RUN   TestMeasure_Update/update_to_IMPLEMENTED_state
=== RUN   TestMeasure_Create_Validation/missing_name
=== RUN   TestMeasure_Update_Validation/name_with_carriage_return
=== RUN   TestMeasure_Create_Validation/missing_category
=== RUN   TestMeasure_Create/with_POLICY_category
=== RUN   TestMeasure_Update_Validation/name_with_null_byte
=== RUN   TestMeasure_Create_Validation/empty_name
=== RUN   TestMeasure_Update_Validation/name_with_tab_character
=== RUN   TestMeasure_Create/with_PROCEDURE_category
=== RUN   TestMeasure_Update/update_to_NOT_APPLICABLE_state
=== RUN   TestMeasure_Create_Validation/empty_category
=== RUN   TestMeasure_Update_Validation/description_with_null_byte
=== RUN   TestMeasure_Create_Validation/missing_organizationId
=== RUN   TestMeasure_Create/with_TECHNICAL_category
=== RUN   TestDatum_DataClassification/PUBLIC
=== RUN   TestMeasure_Update_Validation/name_with_zero-width_space
=== RUN   TestMeasure_Create_Validation/name_with_HTML_tags
=== RUN   TestRiskObligationMapping_CreateDelete/create_mapping
=== RUN   TestMeasure_Create/with_EVIDENCE_category
=== RUN   TestRiskDocumentMapping_CreateDelete/create_mapping
=== RUN   TestMeasure_Update_Validation/description_with_zero-width_joiner
--- PASS: TestMeasure_Update (0.18s)
    --- PASS: TestMeasure_Update/update_name_and_description (0.02s)
    --- PASS: TestMeasure_Update/update_to_NOT_STARTED_state (0.02s)
    --- PASS: TestMeasure_Update/update_to_IMPLEMENTED_state (0.03s)
    --- PASS: TestMeasure_Update/update_to_NOT_APPLICABLE_state (0.03s)
=== CONT  TestControl_Create
=== RUN   TestDatum_DataClassification/INTERNAL
=== RUN   TestMeasure_Create_Validation/name_with_angle_brackets
=== RUN   TestControlSnapshotMapping_CreateDelete/create_mapping
=== NAME  TestAudit_UploadReport_RBAC/owner_can_upload
    audit_test.go:1778: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/audit_test.go:1778
        	Error:      	Received unexpected error:
        	            	internal server error
        	Test:       	TestAudit_UploadReport_RBAC/owner_can_upload
        	Messages:   	owner should be able to upload report
=== RUN   TestAudit_UploadReport_RBAC/admin_can_upload
=== RUN   TestMeasure_Create/with_TRAINING_category
=== RUN   TestMeasure_Update_Validation/name_with_right-to-left_override
=== RUN   TestRiskObligationMapping_CreateDelete/delete_mapping
=== RUN   TestRiskDocumentMapping_CreateDelete/delete_mapping
=== NAME  TestMeasure_Create_Validation/name_with_angle_brackets
    measure_test.go:319: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/measure_test.go:319
        	Error:      	"name must not contain HTML tags" does not contain "angle brackets"
        	Test:       	TestMeasure_Create_Validation/name_with_angle_brackets
=== RUN   TestMeasure_Create_Validation/description_with_HTML_tags
=== RUN   TestDatum_DataClassification/CONFIDENTIAL
=== RUN   TestMeasure_Update_Validation/description_with_left-to-right_override
--- PASS: TestMeasure_Create (0.15s)
    --- PASS: TestMeasure_Create/with_full_details (0.01s)
    --- PASS: TestMeasure_Create/with_POLICY_category (0.01s)
    --- PASS: TestMeasure_Create/with_PROCEDURE_category (0.01s)
    --- PASS: TestMeasure_Create/with_TECHNICAL_category (0.01s)
    --- PASS: TestMeasure_Create/with_EVIDENCE_category (0.01s)
    --- PASS: TestMeasure_Create/with_TRAINING_category (0.01s)
=== CONT  TestControl_ExclusionJustification
=== RUN   TestControlSnapshotMapping_CreateDelete/delete_mapping
=== RUN   TestMeasure_Create_Validation/category_with_HTML_tags
--- PASS: TestRiskObligationMapping_CreateDelete (0.15s)
    --- PASS: TestRiskObligationMapping_CreateDelete/create_mapping (0.02s)
    --- PASS: TestRiskObligationMapping_CreateDelete/delete_mapping (0.02s)
=== CONT  TestControl_SubResolvers
--- PASS: TestRiskDocumentMapping_CreateDelete (0.15s)
    --- PASS: TestRiskDocumentMapping_CreateDelete/create_mapping (0.02s)
    --- PASS: TestRiskDocumentMapping_CreateDelete/delete_mapping (0.01s)
=== CONT  TestControl_OmittableDescription
=== RUN   TestDatum_DataClassification/SECRET
--- FAIL: TestMeasure_Update_Validation (0.24s)
    --- FAIL: TestMeasure_Update_Validation/invalid_ID_format (0.01s)
    --- PASS: TestMeasure_Update_Validation/empty_name (0.01s)
    --- PASS: TestMeasure_Update_Validation/empty_category (0.01s)
    --- PASS: TestMeasure_Update_Validation/name_with_HTML_tags (0.00s)
    --- FAIL: TestMeasure_Update_Validation/name_with_angle_brackets (0.01s)
    --- PASS: TestMeasure_Update_Validation/description_with_HTML_tags (0.01s)
    --- PASS: TestMeasure_Update_Validation/category_with_HTML_tags (0.01s)
    --- PASS: TestMeasure_Update_Validation/name_with_newline (0.01s)
    --- PASS: TestMeasure_Update_Validation/name_with_carriage_return (0.01s)
    --- PASS: TestMeasure_Update_Validation/name_with_null_byte (0.01s)
    --- PASS: TestMeasure_Update_Validation/name_with_tab_character (0.01s)
    --- PASS: TestMeasure_Update_Validation/description_with_null_byte (0.01s)
    --- PASS: TestMeasure_Update_Validation/name_with_zero-width_space (0.01s)
    --- PASS: TestMeasure_Update_Validation/description_with_zero-width_joiner (0.01s)
    --- PASS: TestMeasure_Update_Validation/name_with_right-to-left_override (0.01s)
    --- PASS: TestMeasure_Update_Validation/description_with_left-to-right_override (0.01s)
=== CONT  TestControl_RequiredFields
=== RUN   TestMeasure_Create_Validation/name_with_newline
--- PASS: TestDatum_Create (0.13s)
=== CONT  TestContinualImprovement_StatusAndPriorityValues
--- PASS: TestDatum_Delete (0.14s)
=== CONT  TestContinualImprovement_List
--- PASS: TestControl_Delete (0.13s)
=== CONT  TestContinualImprovement_Delete
=== RUN   TestMeasure_Create_Validation/name_with_carriage_return
--- PASS: TestControlSnapshotMapping_CreateDelete (0.16s)
    --- PASS: TestControlSnapshotMapping_CreateDelete/create_mapping (0.02s)
    --- PASS: TestControlSnapshotMapping_CreateDelete/delete_mapping (0.02s)
=== CONT  TestContinualImprovement_Update
--- PASS: TestDatum_Update (0.14s)
=== CONT  TestContinualImprovement_Create
--- PASS: TestDatum_DataClassification (0.15s)
    --- PASS: TestDatum_DataClassification/PUBLIC (0.01s)
    --- PASS: TestDatum_DataClassification/INTERNAL (0.01s)
    --- PASS: TestDatum_DataClassification/CONFIDENTIAL (0.01s)
    --- PASS: TestDatum_DataClassification/SECRET (0.01s)
=== CONT  TestAudit_DeleteReport_RBAC
=== RUN   TestAudit_DeleteReport_RBAC/viewer_cannot_delete_report
=== RUN   TestControl_Update/updates_name_and_description
=== RUN   TestMeasure_Create_Validation/name_with_null_byte
=== NAME  TestDatum_List
    datum_test.go:289: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/datum_test.go:289
        	Error:      	"0" is not greater than or equal to "3"
        	Test:       	TestDatum_List
--- FAIL: TestDatum_List (0.16s)
=== CONT  TestAudit_DeleteReport
=== RUN   TestMeasure_Create_Validation/name_with_tab_character
=== RUN   TestControl_Update/changes_status_from_INCLUDED_to_EXCLUDED
=== RUN   TestMeasure_Create_Validation/name_with_zero-width_space
--- PASS: TestControl_List (0.18s)
=== CONT  TestFramework_Ordering
=== RUN   TestMeasure_Create_Validation/name_with_zero-width_joiner
=== RUN   TestMeasure_Create_Validation/name_with_right-to-left_override
--- PASS: TestControl_Update (0.18s)
    --- PASS: TestControl_Update/updates_name_and_description (0.03s)
    --- PASS: TestControl_Update/changes_status_from_INCLUDED_to_EXCLUDED (0.03s)
=== CONT  TestControlDocumentMapping_CreateDelete
--- FAIL: TestMeasure_Create_Validation (0.26s)
    --- PASS: TestMeasure_Create_Validation/missing_name (0.01s)
    --- PASS: TestMeasure_Create_Validation/missing_category (0.01s)
    --- PASS: TestMeasure_Create_Validation/empty_name (0.01s)
    --- PASS: TestMeasure_Create_Validation/empty_category (0.01s)
    --- PASS: TestMeasure_Create_Validation/missing_organizationId (0.01s)
    --- PASS: TestMeasure_Create_Validation/name_with_HTML_tags (0.01s)
    --- FAIL: TestMeasure_Create_Validation/name_with_angle_brackets (0.01s)
    --- PASS: TestMeasure_Create_Validation/description_with_HTML_tags (0.01s)
    --- PASS: TestMeasure_Create_Validation/category_with_HTML_tags (0.01s)
    --- PASS: TestMeasure_Create_Validation/name_with_newline (0.01s)
    --- PASS: TestMeasure_Create_Validation/name_with_carriage_return (0.01s)
    --- PASS: TestMeasure_Create_Validation/name_with_null_byte (0.02s)
    --- PASS: TestMeasure_Create_Validation/name_with_tab_character (0.01s)
    --- PASS: TestMeasure_Create_Validation/name_with_zero-width_space (0.01s)
    --- PASS: TestMeasure_Create_Validation/name_with_zero-width_joiner (0.01s)
    --- PASS: TestMeasure_Create_Validation/name_with_right-to-left_override (0.01s)
=== CONT  TestRiskMeasureMapping_CreateDelete
=== RUN   TestControl_Create/with_full_details
=== RUN   TestControl_ExclusionJustification/EXCLUDED_status_should_have_exclusionJustification
=== RUN   TestControl_Create/with_excluded_status_and_justification
=== RUN   TestControl_ExclusionJustification/Change_status_from_INCLUDED_to_EXCLUDED
=== RUN   TestControl_RequiredFields/Missing_frameworkId_should_fail
--- PASS: TestControl_Create (0.13s)
    --- PASS: TestControl_Create/with_full_details (0.01s)
    --- PASS: TestControl_Create/with_excluded_status_and_justification (0.01s)
=== CONT  TestControlMeasureMapping_CreateDelete
=== RUN   TestControl_RequiredFields/Missing_name_should_fail
=== RUN   TestControl_OmittableDescription/Update_with_null_description_should_clear_it
=== RUN   TestContinualImprovement_StatusAndPriorityValues/status_values
=== RUN   TestContinualImprovement_StatusAndPriorityValues/status_values/OPEN
=== RUN   TestControl_RequiredFields/Missing_sectionTitle_should_fail
--- PASS: TestContinualImprovement_Create (0.10s)
=== CONT  TestFramework_DuplicateName
=== RUN   TestControl_OmittableDescription/Update_without_description_should_not_change_it
=== RUN   TestControl_RequiredFields/Missing_status_should_fail
=== RUN   TestContinualImprovement_StatusAndPriorityValues/status_values/IN_PROGRESS
=== RUN   TestAudit_DeleteReport/delete_existing_report
=== RUN   TestControl_RequiredFields/Missing_description_should_fail_(required_field)
--- PASS: TestControl_ExclusionJustification (0.13s)
    --- PASS: TestControl_ExclusionJustification/EXCLUDED_status_should_have_exclusionJustification (0.01s)
    --- PASS: TestControl_ExclusionJustification/Change_status_from_INCLUDED_to_EXCLUDED (0.03s)
=== CONT  TestProcessingActivity_List
--- PASS: TestContinualImprovement_Update (0.12s)
=== CONT  TestVendor_List
--- PASS: TestContinualImprovement_Delete (0.12s)
=== CONT  TestVendor_Delete
=== RUN   TestContinualImprovement_StatusAndPriorityValues/status_values/CLOSED
=== RUN   TestControl_RequiredFields/Invalid_status_enum_should_fail
=== RUN   TestControl_SubResolvers/Control_framework_sub-resolver
--- PASS: TestControl_OmittableDescription (0.14s)
    --- PASS: TestControl_OmittableDescription/Update_with_null_description_should_clear_it (0.01s)
    --- PASS: TestControl_OmittableDescription/Update_without_description_should_not_change_it (0.02s)
=== CONT  TestVendor_Update
--- PASS: TestControl_RequiredFields (0.14s)
    --- PASS: TestControl_RequiredFields/Missing_frameworkId_should_fail (0.01s)
    --- PASS: TestControl_RequiredFields/Missing_name_should_fail (0.01s)
    --- PASS: TestControl_RequiredFields/Missing_sectionTitle_should_fail (0.01s)
    --- PASS: TestControl_RequiredFields/Missing_status_should_fail (0.01s)
    --- PASS: TestControl_RequiredFields/Missing_description_should_fail_(required_field) (0.01s)
    --- PASS: TestControl_RequiredFields/Invalid_status_enum_should_fail (0.01s)
=== CONT  TestVendor_Create
=== RUN   TestContinualImprovement_StatusAndPriorityValues/priority_values
=== RUN   TestContinualImprovement_StatusAndPriorityValues/priority_values/LOW
=== NAME  TestAudit_DeleteReport/delete_existing_report
    audit_test.go:1855: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/audit_test.go:1855
        	Error:      	Received unexpected error:
        	            	internal server error
        	Test:       	TestAudit_DeleteReport/delete_existing_report
--- FAIL: TestAudit_DeleteReport (0.12s)
    --- FAIL: TestAudit_DeleteReport/delete_existing_report (0.02s)
=== CONT  TestVendorService_List
=== RUN   TestControl_SubResolvers/Control_measures_sub-resolver
--- PASS: TestContinualImprovement_List (0.15s)
=== CONT  TestVendorService_Delete
=== RUN   TestContinualImprovement_StatusAndPriorityValues/priority_values/MEDIUM
--- PASS: TestControl_SubResolvers (0.16s)
    --- PASS: TestControl_SubResolvers/Control_framework_sub-resolver (0.01s)
    --- PASS: TestControl_SubResolvers/Control_measures_sub-resolver (0.01s)
=== CONT  TestVendorService_Update
=== RUN   TestFramework_Ordering/order_by_created_at_descending
=== RUN   TestContinualImprovement_StatusAndPriorityValues/priority_values/HIGH
--- PASS: TestFramework_Ordering (0.12s)
    --- PASS: TestFramework_Ordering/order_by_created_at_descending (0.01s)
=== CONT  TestVendorService_Create
--- PASS: TestContinualImprovement_StatusAndPriorityValues (0.18s)
    --- PASS: TestContinualImprovement_StatusAndPriorityValues/status_values (0.04s)
        --- PASS: TestContinualImprovement_StatusAndPriorityValues/status_values/OPEN (0.01s)
        --- PASS: TestContinualImprovement_StatusAndPriorityValues/status_values/IN_PROGRESS (0.01s)
        --- PASS: TestContinualImprovement_StatusAndPriorityValues/status_values/CLOSED (0.01s)
    --- PASS: TestContinualImprovement_StatusAndPriorityValues/priority_values (0.04s)
        --- PASS: TestContinualImprovement_StatusAndPriorityValues/priority_values/LOW (0.02s)
        --- PASS: TestContinualImprovement_StatusAndPriorityValues/priority_values/MEDIUM (0.01s)
        --- PASS: TestContinualImprovement_StatusAndPriorityValues/priority_values/HIGH (0.01s)
=== CONT  TestVendor_InvalidID
=== RUN   TestRiskMeasureMapping_CreateDelete/create_mapping
=== RUN   TestRiskMeasureMapping_CreateDelete/delete_mapping
=== RUN   TestControlDocumentMapping_CreateDelete/create_mapping
=== NAME  TestAudit_UploadReport_RBAC/admin_can_upload
    audit_test.go:1797: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/audit_test.go:1797
        	Error:      	Received unexpected error:
        	            	internal server error
        	Test:       	TestAudit_UploadReport_RBAC/admin_can_upload
        	Messages:   	admin should be able to upload report
=== RUN   TestAudit_UploadReport_RBAC/viewer_cannot_upload
--- PASS: TestRiskMeasureMapping_CreateDelete (0.14s)
    --- PASS: TestRiskMeasureMapping_CreateDelete/create_mapping (0.01s)
    --- PASS: TestRiskMeasureMapping_CreateDelete/delete_mapping (0.01s)
=== CONT  TestVendor_CategoryEnum
--- PASS: TestFramework_DuplicateName (0.10s)
=== CONT  TestVendor_SubResolvers
=== RUN   TestControlMeasureMapping_CreateDelete/create_mapping
=== RUN   TestControlDocumentMapping_CreateDelete/delete_mapping
=== RUN   TestVendor_Create/with_full_details
=== NAME  TestAudit_DeleteReport_RBAC/viewer_cannot_delete_report
    audit_test.go:1931: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/audit_test.go:1931
        	Error:      	Received unexpected error:
        	            	internal server error
        	Test:       	TestAudit_DeleteReport_RBAC/viewer_cannot_delete_report
--- FAIL: TestAudit_DeleteReport_RBAC (0.22s)
    --- FAIL: TestAudit_DeleteReport_RBAC/viewer_cannot_delete_report (0.22s)
=== CONT  TestVendor_OmittableOwners
=== RUN   TestVendor_Create/with_all_optional_fields
--- PASS: TestControlDocumentMapping_CreateDelete (0.16s)
    --- PASS: TestControlDocumentMapping_CreateDelete/create_mapping (0.01s)
    --- PASS: TestControlDocumentMapping_CreateDelete/delete_mapping (0.01s)
=== CONT  TestVendor_OmittableFields
=== RUN   TestControlMeasureMapping_CreateDelete/delete_mapping
--- PASS: TestVendor_Delete (0.11s)
=== CONT  TestVendor_RequiredFields
--- PASS: TestVendor_Update (0.10s)
=== CONT  TestVendorContact_List
--- PASS: TestVendor_Create (0.10s)
    --- PASS: TestVendor_Create/with_full_details (0.01s)
    --- PASS: TestVendor_Create/with_all_optional_fields (0.01s)
=== CONT  TestVendorContact_Delete
--- PASS: TestControlMeasureMapping_CreateDelete (0.14s)
    --- PASS: TestControlMeasureMapping_CreateDelete/create_mapping (0.01s)
    --- PASS: TestControlMeasureMapping_CreateDelete/delete_mapping (0.01s)
=== CONT  TestVendorContact_Update
=== RUN   TestVendorService_Delete/Viewer_cannot_delete_vendor_service
--- PASS: TestVendor_List (0.13s)
=== CONT  TestVendorContact_Create
=== NAME  TestProcessingActivity_List
    processing_activity_test.go:303: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/processing_activity_test.go:303
        	Error:      	"0" is not greater than or equal to "3"
        	Test:       	TestProcessingActivity_List
--- FAIL: TestProcessingActivity_List (0.14s)
=== CONT  TestTask_ListByMeasure
=== RUN   TestVendor_InvalidID/Update_with_invalid_ID
=== RUN   TestVendorService_List/Owner_can_list_vendor_services
=== RUN   TestVendorService_Update/Owner_can_update_vendor_service
=== RUN   TestVendor_InvalidID/Delete_with_invalid_ID
=== RUN   TestVendorService_Create/Owner_can_create_vendor_service
=== RUN   TestVendor_InvalidID/Query_with_non-existent_ID
=== RUN   TestVendorService_List/Viewer_can_list_vendor_services
=== RUN   TestVendorService_Update/Admin_can_update_vendor_service
=== RUN   TestVendor_CategoryEnum/Create_with_category_ANALYTICS
=== NAME  TestVendor_InvalidID/Query_with_non-existent_ID
    vendor_edge_cases_test.go:717: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/vendor_edge_cases_test.go:717
        	Error:      	Received unexpected error:
        	            	invalid length for GID: got 32, want 24
        	Test:       	TestVendor_InvalidID/Query_with_non-existent_ID
--- FAIL: TestVendor_InvalidID (0.12s)
    --- PASS: TestVendor_InvalidID/Update_with_invalid_ID (0.01s)
    --- PASS: TestVendor_InvalidID/Delete_with_invalid_ID (0.01s)
    --- FAIL: TestVendor_InvalidID/Query_with_non-existent_ID (0.01s)
=== CONT  TestTask_Delete
=== RUN   TestVendorService_Create/Admin_can_create_vendor_service
=== RUN   TestVendor_CategoryEnum/Create_with_category_CLOUD_PROVIDER
=== RUN   TestVendor_SubResolvers/Vendor_organization_sub-resolver
=== RUN   TestVendor_RequiredFields/Missing_organizationId_should_fail
=== RUN   TestVendor_CategoryEnum/Create_with_category_COLLABORATION
=== RUN   TestVendor_RequiredFields/Missing_name_should_fail
=== RUN   TestVendor_OmittableFields/Update_with_null_description_(omittable)
=== RUN   TestVendor_SubResolvers/Vendor_services_sub-resolver_(empty)
--- PASS: TestVendor_CategoryEnum (0.12s)
    --- PASS: TestVendor_CategoryEnum/Create_with_category_ANALYTICS (0.01s)
    --- PASS: TestVendor_CategoryEnum/Create_with_category_CLOUD_PROVIDER (0.01s)
    --- PASS: TestVendor_CategoryEnum/Create_with_category_COLLABORATION (0.01s)
=== CONT  TestTask_Update
=== RUN   TestVendor_RequiredFields/Empty_name_should_fail
=== RUN   TestVendor_OmittableFields/Update_with_null_websiteUrl_(omittable)
--- PASS: TestVendor_RequiredFields (0.11s)
    --- PASS: TestVendor_RequiredFields/Missing_organizationId_should_fail (0.01s)
    --- PASS: TestVendor_RequiredFields/Missing_name_should_fail (0.01s)
    --- PASS: TestVendor_RequiredFields/Empty_name_should_fail (0.01s)
=== CONT  TestTask_Create
--- PASS: TestVendor_SubResolvers (0.13s)
    --- PASS: TestVendor_SubResolvers/Vendor_organization_sub-resolver (0.01s)
    --- PASS: TestVendor_SubResolvers/Vendor_services_sub-resolver_(empty) (0.02s)
=== CONT  TestTask_InvalidID
=== RUN   TestVendor_OmittableFields/Update_without_description_(should_not_change)
=== RUN   TestVendor_OmittableOwners/Update_to_set_business_owner
--- PASS: TestVendorContact_Delete (0.12s)
=== CONT  TestTask_RequiredFields
--- PASS: TestVendorContact_Update (0.12s)
=== CONT  TestTask_Unassign
--- PASS: TestVendorContact_Create (0.11s)
=== CONT  TestTask_Assign
=== RUN   TestVendor_OmittableOwners/Update_to_set_security_owner
=== RUN   TestVendorService_Delete/Admin_can_delete_vendor_service
--- PASS: TestVendor_OmittableFields (0.14s)
    --- PASS: TestVendor_OmittableFields/Update_with_null_description_(omittable) (0.01s)
    --- PASS: TestVendor_OmittableFields/Update_with_null_websiteUrl_(omittable) (0.01s)
    --- PASS: TestVendor_OmittableFields/Update_without_description_(should_not_change) (0.03s)
=== CONT  TestSnapshot_Types
=== RUN   TestVendor_OmittableOwners/Clear_business_owner_with_null
--- PASS: TestVendorContact_List (0.15s)
=== CONT  TestSnapshot_List
--- PASS: TestVendor_OmittableOwners (0.17s)
    --- PASS: TestVendor_OmittableOwners/Update_to_set_business_owner (0.02s)
    --- PASS: TestVendor_OmittableOwners/Update_to_set_security_owner (0.01s)
    --- PASS: TestVendor_OmittableOwners/Clear_business_owner_with_null (0.01s)
=== CONT  TestSnapshot_Delete
--- PASS: TestVendorService_List (0.26s)
    --- PASS: TestVendorService_List/Owner_can_list_vendor_services (0.01s)
    --- PASS: TestVendorService_List/Viewer_can_list_vendor_services (0.11s)
=== CONT  TestSnapshot_Create
--- PASS: TestTask_ListByMeasure (0.15s)
=== CONT  TestRisk_List
=== RUN   TestVendorService_Create/Viewer_cannot_create_vendor_service
=== RUN   TestVendorService_Update/Viewer_cannot_update_vendor_service
--- FAIL: TestAudit_UploadReport_RBAC (0.57s)
    --- FAIL: TestAudit_UploadReport_RBAC/owner_can_upload (0.13s)
    --- FAIL: TestAudit_UploadReport_RBAC/admin_can_upload (0.23s)
    --- PASS: TestAudit_UploadReport_RBAC/viewer_cannot_upload (0.21s)
=== CONT  TestProcessingActivity_Delete
=== RUN   TestTask_InvalidID/Update_with_invalid_ID
--- PASS: TestTask_Delete (0.13s)
=== CONT  TestRisk_Delete
=== RUN   TestTask_InvalidID/Delete_with_invalid_ID
=== RUN   TestTask_InvalidID/Query_with_non-existent_ID
    task_edge_cases_test.go:910: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/task_edge_cases_test.go:910
        	Error:      	Received unexpected error:
        	            	invalid length for GID: got 32, want 24
        	Test:       	TestTask_InvalidID/Query_with_non-existent_ID
--- FAIL: TestTask_InvalidID (0.10s)
    --- PASS: TestTask_InvalidID/Update_with_invalid_ID (0.01s)
    --- PASS: TestTask_InvalidID/Delete_with_invalid_ID (0.01s)
    --- FAIL: TestTask_InvalidID/Query_with_non-existent_ID (0.01s)
=== CONT  TestProcessingActivity_Update
--- PASS: TestTask_Create (0.10s)
=== CONT  TestRisk_Update
=== RUN   TestTask_RequiredFields/Missing_measureId_should_fail
--- PASS: TestTask_Update (0.12s)
=== CONT  TestRisk_Create
=== RUN   TestSnapshot_Types/RISKS
=== RUN   TestTask_RequiredFields/Missing_name_should_fail
=== RUN   TestTask_RequiredFields/Empty_name_should_fail
=== RUN   TestSnapshot_Types/VENDORS
--- PASS: TestTask_RequiredFields (0.11s)
    --- PASS: TestTask_RequiredFields/Missing_measureId_should_fail (0.01s)
    --- PASS: TestTask_RequiredFields/Missing_name_should_fail (0.01s)
    --- PASS: TestTask_RequiredFields/Empty_name_should_fail (0.01s)
=== CONT  TestProcessingActivity_Create
--- PASS: TestTask_Assign (0.12s)
=== CONT  TestRisk_InvalidID
=== RUN   TestSnapshot_Types/ASSETS
=== RUN   TestVendorService_Delete/Owner_can_delete_vendor_service
--- PASS: TestSnapshot_Create (0.10s)
=== CONT  TestPeople_List
--- PASS: TestTask_Unassign (0.15s)
=== CONT  TestRisk_TreatmentEnum
--- PASS: TestVendorService_Create (0.33s)
    --- PASS: TestVendorService_Create/Owner_can_create_vendor_service (0.01s)
    --- PASS: TestVendorService_Create/Admin_can_create_vendor_service (0.11s)
    --- PASS: TestVendorService_Create/Viewer_cannot_create_vendor_service (0.10s)
=== CONT  TestPeople_Delete
=== RUN   TestSnapshot_Types/DATA
--- PASS: TestSnapshot_Delete (0.11s)
=== CONT  TestRisk_SubResolvers
--- PASS: TestVendorService_Delete (0.36s)
    --- PASS: TestVendorService_Delete/Viewer_cannot_delete_vendor_service (0.12s)
    --- PASS: TestVendorService_Delete/Admin_can_delete_vendor_service (0.12s)
    --- PASS: TestVendorService_Delete/Owner_can_delete_vendor_service (0.02s)
=== CONT  TestPeople_Create
--- PASS: TestVendorService_Update (0.36s)
    --- PASS: TestVendorService_Update/Owner_can_update_vendor_service (0.02s)
    --- PASS: TestVendorService_Update/Admin_can_update_vendor_service (0.11s)
    --- PASS: TestVendorService_Update/Viewer_cannot_update_vendor_service (0.11s)
=== CONT  TestRisk_OmittableOwnerId
--- PASS: TestSnapshot_Types (0.15s)
    --- PASS: TestSnapshot_Types/RISKS (0.01s)
    --- PASS: TestSnapshot_Types/VENDORS (0.02s)
    --- PASS: TestSnapshot_Types/ASSETS (0.02s)
    --- PASS: TestSnapshot_Types/DATA (0.02s)
=== CONT  TestRisk_OmittableFields
--- PASS: TestProcessingActivity_Delete (0.11s)
=== CONT  TestRisk_RequiredFields
--- PASS: TestRisk_List (0.13s)
=== CONT  TestRBAC
=== RUN   TestRisk_Create/with_full_details
--- PASS: TestRisk_Delete (0.11s)
=== CONT  TestProcessingActivity_LawfulBasis
=== RUN   TestRisk_Create/with_different_treatments
=== RUN   TestRisk_Create/with_different_treatments/Mitigated
--- PASS: TestRisk_Update (0.12s)
=== CONT  TestMember_UpdateMembership
--- PASS: TestSnapshot_List (0.18s)
=== CONT  TestPeople_KindEnum
--- PASS: TestProcessingActivity_Create (0.10s)
=== CONT  TestPeople_RequiredFields
=== RUN   TestRisk_InvalidID/Update_with_invalid_ID
--- PASS: TestProcessingActivity_Update (0.13s)
=== CONT  TestOrganization_Get
=== RUN   TestRisk_Create/with_different_treatments/Transferred
=== RUN   TestRisk_InvalidID/Delete_with_invalid_ID
=== RUN   TestRisk_InvalidID/Query_with_non-existent_ID
=== RUN   TestRisk_TreatmentEnum/Update_to_treatment_MITIGATED
=== NAME  TestRisk_InvalidID/Query_with_non-existent_ID
    risk_edge_cases_test.go:736: 
        	Error Trace:	/Users/gearnode/Developer/probo/probo/e2e/console/risk_edge_cases_test.go:736
        	Error:      	Received unexpected error:
        	            	invalid length for GID: got 32, want 24
        	Test:       	TestRisk_InvalidID/Query_with_non-existent_ID
--- FAIL: TestRisk_InvalidID (0.11s)
    --- PASS: TestRisk_InvalidID/Update_with_invalid_ID (0.01s)
    --- PASS: TestRisk_InvalidID/Delete_with_invalid_ID (0.01s)
    --- FAIL: TestRisk_InvalidID/Query_with_non-existent_ID (0.01s)
=== CONT  TestOrganization_Update
=== RUN   TestRisk_Create/with_different_treatments/Accepted
=== RUN   TestPeople_Create/with_full_details
=== RUN   TestRisk_SubResolvers/Risk_organization_sub-resolver
=== RUN   TestRisk_Create/with_different_treatments/Avoided
=== RUN   TestPeople_Create/with_different_kinds
=== RUN   TestPeople_Create/with_different_kinds/Employee
=== RUN   TestRisk_TreatmentEnum/Update_to_treatment_ACCEPTED
=== RUN   TestRisk_RequiredFields/Missing_organizationId_should_fail
=== RUN   TestRisk_OmittableFields/Update_with_new_description
=== RUN   TestRisk_SubResolvers/Risk_measures_sub-resolver_(empty)
--- PASS: TestPeople_Delete (0.11s)
=== CONT  TestObligation_StatusValues
=== RUN   TestRisk_RequiredFields/Missing_name_should_fail
=== RUN   TestProcessingActivity_LawfulBasis/CONSENT
=== RUN   TestRisk_RequiredFields/Empty_name_should_fail
=== RUN   TestRisk_OmittableOwnerId/Update_to_set_owner
=== RUN   TestRisk_Create/with_different_likelihood_and_impact
=== RUN   TestRisk_Create/with_different_likelihood_and_impact/Low_Low
